"","months_as_customer","age","policy_number","policy_bind_date","insured_zip","insured_sex","insured_education_level","insured_occupation","insured_relationship","incident_date","incident_type","collision_type","incident_severity","incident_state","incident_city","incident_hour_of_the_day","number_of_vehicles_involved","total_claim_amount","auto_make","auto_model","auto_year","fraud_reported"
"388",7,21,204294,1991-11-16,445638,"MALE","Associate","machine-op-inspct","wife",2015-02-10,"Single Vehicle Collision","Front Collision","Total Loss","NY","Hillsdale",21,"1",438,"Honda","Accord",2003,0
"389",208,36,467106,1995-10-08,476185,"MALE","JD","machine-op-inspct","wife",2015-02-16,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Columbus",15,"3",442,"Nissan","Ultima",1999,0
"390",126,33,357713,2007-10-28,435995,"FEMALE","JD","priv-house-serv","own-child",2015-01-04,"Single Vehicle Collision","Front Collision","Major Damage","WV","Northbrook",21,"1",318,"Suburu","Legacy",2009,0
"391",48,35,890026,2008-05-16,430232,"FEMALE","JD","exec-managerial","unmarried",2015-01-30,"Single Vehicle Collision","Rear Collision","Major Damage","WV","Arlington",1,"1",243,"Saab","92x",2005,0
"392",297,48,751612,2009-06-22,443861,"MALE","PhD","exec-managerial","other-relative",2015-01-25,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Arlington",17,"3",276,"Toyota","Highlander",2013,0
"393",160,36,876680,2012-05-10,460801,"FEMALE","High School","prof-specialty","husband",2015-01-22,"Multi-vehicle Collision","Rear Collision","Total Loss","NY","Columbus",5,"3",281,"Saab","95",2003,0
"394",406,58,756981,2003-10-02,605121,"MALE","MD","exec-managerial","own-child",2015-01-01,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Northbend",15,"3",487,"Volkswagen","Jetta",2009,0
"395",157,31,121439,1990-08-02,458622,"MALE","High School","farming-fishing","own-child",2015-02-14,"Multi-vehicle Collision","Rear Collision","Major Damage","OH","Arlington",2,"4",232,"Accura","TL",2011,1
"396",146,31,411289,1997-09-16,478661,"FEMALE","PhD","machine-op-inspct","not-in-family",2015-01-15,"Vehicle Theft","No collision","Minor Damage","SC","Northbend",3,"1",50,"Accura","MDX",2015,0
"397",409,57,538466,1995-07-29,435299,"MALE","High School","protective-serv","unmarried",2015-01-06,"Single Vehicle Collision","Side Collision","Major Damage","NY","Riverwood",19,"1",580,"Ford","Fusion",2012,0
"398",252,46,932097,2005-09-06,601961,"MALE","Masters","adm-clerical","wife",2015-02-08,"Single Vehicle Collision","Front Collision","Minor Damage","VA","Hillsdale",17,"1",599,"Jeep","Grand Cherokee",2003,0
"399",6,27,463727,1992-08-05,604328,"FEMALE","High School","prof-specialty","unmarried",2015-02-17,"Vehicle Theft","No collision","Trivial Damage","WV","Columbus",7,"1",13,"Saab","95",2015,0
"400",103,33,552618,1993-01-22,614385,"MALE","MD","armed-forces","own-child",2015-01-21,"Single Vehicle Collision","Rear Collision","Minor Damage","NY","Columbus",21,"1",619,"Chevrolet","Malibu",2002,0
"401",369,53,936638,1995-05-20,438584,"FEMALE","Masters","priv-house-serv","not-in-family",2015-02-09,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Springfield",10,"2",633,"Jeep","Wrangler",2012,0
"402",261,46,348814,1992-09-24,478703,"MALE","MD","transport-moving","own-child",2015-02-12,"Single Vehicle Collision","Front Collision","Total Loss","NY","Columbus",11,"1",395,"Ford","Escape",2008,0
"403",159,33,944102,2007-07-20,615683,"FEMALE","College","craft-repair","husband",2015-02-24,"Multi-vehicle Collision","Rear Collision","Major Damage","NY","Columbus",23,"3",210,"Mercedes","C300",2004,1
"404",344,51,689901,1992-04-28,455672,"MALE","Associate","sales","other-relative",2015-02-02,"Single Vehicle Collision","Side Collision","Minor Damage","NC","Northbend",14,"1",683,"Audi","A5",2004,0
"405",437,60,901083,1998-01-19,602942,"FEMALE","College","armed-forces","unmarried",2015-02-14,"Single Vehicle Collision","Front Collision","Minor Damage","SC","Riverwood",10,"1",687,"Chevrolet","Silverado",2012,1
"406",65,30,396224,2009-09-08,616706,"FEMALE","College","transport-moving","wife",2015-02-15,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Hillsdale",6,"3",657,"Honda","Civic",1999,0
"407",280,41,682178,1994-12-18,473243,"MALE","MD","adm-clerical","husband",2015-02-28,"Multi-vehicle Collision","Rear Collision","Minor Damage","WV","Arlington",10,"3",299,"Toyota","Corolla",1999,0
"408",269,45,596298,1996-08-23,435552,"FEMALE","High School","machine-op-inspct","wife",2015-01-18,"Multi-vehicle Collision","Side Collision","Total Loss","VA","Hillsdale",5,"3",119,"Suburu","Forrestor",2008,0
"409",275,40,253005,1991-11-20,434206,"MALE","Masters","exec-managerial","unmarried",2015-01-06,"Single Vehicle Collision","Rear Collision","Minor Damage","OH","Riverwood",17,"1",195,"Chevrolet","Silverado",2001,0
"410",265,45,985924,1998-10-28,469895,"FEMALE","College","exec-managerial","unmarried",2015-01-19,"Vehicle Theft","No collision","Trivial Damage","NC","Springfield",3,"1",13,"Ford","Escape",1995,0
"411",283,43,631565,1997-07-14,457722,"FEMALE","Associate","adm-clerical","not-in-family",2015-01-17,"Parked Car","No collision","Minor Damage","WV","Northbrook",9,"1",66,"BMW","M5",2006,0
"412",84,29,630998,2003-04-09,473645,"FEMALE","High School","machine-op-inspct","not-in-family",2015-02-12,"Parked Car","No collision","Trivial Damage","SC","Arlington",6,"1",86,"BMW","3 Series",2005,0
"413",247,44,926665,1992-02-04,619108,"FEMALE","College","farming-fishing","not-in-family",2015-02-11,"Multi-vehicle Collision","Front Collision","Minor Damage","NY","Riverwood",22,"3",535,"Chevrolet","Tahoe",2008,0
"414",56,29,302669,2006-06-29,610479,"MALE","Masters","prof-specialty","own-child",2015-02-21,"Multi-vehicle Collision","Front Collision","Major Damage","PA","Northbend",10,"3",738,"Jeep","Grand Cherokee",1995,0
"415",210,39,620020,1997-06-21,474998,"MALE","Associate","armed-forces","unmarried",2015-01-02,"Vehicle Theft","No collision","Minor Damage","NC","Riverwood",4,"1",104,"Dodge","RAM",1997,0
"416",108,32,439828,2006-09-07,616341,"FEMALE","High School","machine-op-inspct","unmarried",2015-01-11,"Single Vehicle Collision","Front Collision","Total Loss","WV","Northbrook",23,"1",419,"Suburu","Legacy",1999,0
"417",328,49,971295,2001-10-01,460535,"FEMALE","Masters","transport-moving","wife",2015-02-23,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Riverwood",19,"1",561,"Mercedes","ML350",2005,0
"418",186,37,165565,2009-02-20,606487,"FEMALE","JD","priv-house-serv","unmarried",2015-01-28,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Hillsdale",22,"1",340,"Jeep","Grand Cherokee",2009,0
"419",277,44,936543,2001-06-26,620737,"MALE","High School","priv-house-serv","unmarried",2015-02-01,"Vehicle Theft","No collision","Trivial Damage","NC","Riverwood",6,"1",43,"Jeep","Wrangler",2005,0
"420",138,33,296960,1997-01-18,445904,"FEMALE","JD","exec-managerial","own-child",2015-02-24,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Springfield",6,"1",742,"BMW","X5",2007,0
"421",208,41,501692,2014-06-24,464145,"FEMALE","College","tech-support","husband",2015-01-20,"Single Vehicle Collision","Rear Collision","Major Damage","SC","Northbend",18,"1",532,"Volkswagen","Jetta",1996,0
"422",147,37,525224,1992-10-02,466818,"MALE","MD","prof-specialty","other-relative",2015-01-14,"Single Vehicle Collision","Front Collision","Total Loss","SC","Northbend",22,"1",668,"Toyota","Camry",1995,0
"423",8,21,355085,2012-10-09,464237,"MALE","High School","handlers-cleaners","husband",2015-02-05,"Single Vehicle Collision","Front Collision","Major Damage","WV","Columbus",21,"1",730,"Toyota","Corolla",2012,0
"424",297,48,830729,1993-02-10,618455,"FEMALE","MD","other-service","wife",2015-01-11,"Single Vehicle Collision","Side Collision","Minor Damage","SC","Northbend",12,"1",412,"Ford","Fusion",2004,0
"425",150,31,651948,1994-09-28,456602,"MALE","Masters","machine-op-inspct","husband",2015-01-02,"Multi-vehicle Collision","Front Collision","Major Damage","NY","Arlington",6,"3",475,"Suburu","Forrestor",2000,1
"426",4,34,424358,2003-05-24,616126,"FEMALE","College","exec-managerial","other-relative",2015-02-12,"Multi-vehicle Collision","Side Collision","Major Damage","WV","Northbrook",0,"4",500,"Chevrolet","Silverado",1996,1
"427",210,35,131478,1991-12-25,468508,"MALE","Masters","farming-fishing","not-in-family",2015-01-03,"Single Vehicle Collision","Front Collision","Total Loss","WV","Arlington",11,"1",376,"BMW","X5",2013,0
"428",91,31,268833,1999-09-18,431937,"FEMALE","High School","priv-house-serv","own-child",2015-02-25,"Single Vehicle Collision","Side Collision","Minor Damage","NC","Hillsdale",19,"1",411,"Nissan","Maxima",2011,0
"429",167,36,287489,1994-02-03,448603,"FEMALE","Masters","exec-managerial","other-relative",2015-01-19,"Multi-vehicle Collision","Rear Collision","Major Damage","NC","Springfield",22,"3",537,"Mercedes","ML350",2008,1
"430",467,58,808153,2003-01-18,444500,"MALE","Masters","transport-moving","own-child",2015-01-03,"Single Vehicle Collision","Front Collision","Total Loss","NY","Columbus",2,"1",343,"Nissan","Maxima",2014,0
"431",264,47,687639,2005-03-07,601117,"FEMALE","JD","transport-moving","other-relative",2015-02-12,"Multi-vehicle Collision","Front Collision","Total Loss","OH","Arlington",16,"4",437,"Dodge","Neon",2001,0
"432",270,45,497347,2003-08-23,615383,"FEMALE","PhD","priv-house-serv","not-in-family",2015-02-24,"Multi-vehicle Collision","Side Collision","Total Loss","VA","Columbus",23,"3",322,"Saab","92x",2005,0
"433",310,48,439660,2002-07-11,434342,"FEMALE","Masters","priv-house-serv","other-relative",2015-02-25,"Single Vehicle Collision","Front Collision","Major Damage","NC","Northbend",21,"1",334,"Audi","A5",2005,1
"434",143,34,847123,2014-03-19,435100,"MALE","College","priv-house-serv","wife",2015-02-17,"Single Vehicle Collision","Front Collision","Minor Damage","NY","Columbus",10,"1",379,"Dodge","RAM",1999,0
"435",146,32,172307,1993-12-06,431278,"MALE","Associate","priv-house-serv","own-child",2015-02-09,"Single Vehicle Collision","Rear Collision","Major Damage","NC","Riverwood",12,"1",400,"Honda","CRV",1995,0
"436",102,28,810189,1999-08-29,445648,"MALE","MD","machine-op-inspct","wife",2015-02-15,"Single Vehicle Collision","Side Collision","Total Loss","PA","Northbend",6,"1",582,"Dodge","Neon",1996,0
"437",61,23,432068,2007-03-09,448857,"MALE","JD","exec-managerial","other-relative",2015-02-25,"Single Vehicle Collision","Side Collision","Major Damage","PA","Riverwood",6,"1",185,"Suburu","Legacy",1997,0
"438",255,44,903203,2004-01-03,435267,"FEMALE","PhD","priv-house-serv","not-in-family",2015-02-05,"Parked Car","No collision","Trivial Damage","NC","Hillsdale",7,"1",79,"Mercedes","ML350",2005,1
"439",211,40,253085,1991-04-25,461275,"FEMALE","PhD","other-service","own-child",2015-01-12,"Vehicle Theft","No collision","Trivial Damage","WV","Northbrook",3,"1",13,"Audi","A5",2004,0
"440",61,29,180720,1995-03-14,613816,"MALE","JD","handlers-cleaners","unmarried",2015-01-01,"Parked Car","No collision","Trivial Damage","VA","Hillsdale",10,"1",67,"Nissan","Pathfinder",2010,0
"441",108,31,492224,2005-12-09,608767,"MALE","Masters","protective-serv","not-in-family",2015-02-19,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Columbus",14,"1",364,"Dodge","Neon",2006,0
"442",303,50,411477,2001-12-25,620869,"MALE","MD","tech-support","own-child",2015-01-14,"Multi-vehicle Collision","Front Collision","Total Loss","WV","Hillsdale",17,"3",675,"Dodge","Neon",2008,0
"443",152,33,107181,1999-11-14,478981,"FEMALE","PhD","transport-moving","wife",2015-01-30,"Single Vehicle Collision","Side Collision","Major Damage","SC","Hillsdale",16,"1",546,"Suburu","Legacy",2001,1
"444",120,34,312940,2001-10-27,464630,"FEMALE","JD","protective-serv","not-in-family",2015-01-20,"Parked Car","No collision","Minor Damage","VA","Columbus",3,"1",21,"Jeep","Grand Cherokee",2002,0
"445",144,36,855186,1993-10-31,466303,"FEMALE","Associate","sales","other-relative",2015-02-18,"Parked Car","No collision","Minor Damage","NC","Arlington",7,"1",98,"Dodge","Neon",2014,0
"446",414,52,373935,2003-02-13,452647,"FEMALE","High School","farming-fishing","unmarried",2015-01-07,"Single Vehicle Collision","Rear Collision","Total Loss","SC","Northbend",13,"1",327,"Chevrolet","Silverado",1999,1
"447",163,37,812989,2004-03-06,441370,"FEMALE","JD","priv-house-serv","own-child",2015-01-16,"Single Vehicle Collision","Rear Collision","Total Loss","NY","Springfield",20,"1",252,"Jeep","Wrangler",2005,0
"448",352,53,993840,2013-07-12,619166,"MALE","Associate","tech-support","wife",2015-01-15,"Single Vehicle Collision","Front Collision","Minor Damage","NC","Riverwood",23,"1",525,"Chevrolet","Malibu",2009,0
"449",27,32,327856,2014-08-27,472803,"FEMALE","PhD","adm-clerical","other-relative",2015-02-01,"Single Vehicle Collision","Front Collision","Total Loss","SC","Arlington",11,"1",426,"Dodge","Neon",2013,0
"450",239,39,506333,1990-06-22,442308,"FEMALE","Masters","other-service","husband",2015-01-06,"Multi-vehicle Collision","Rear Collision","Major Damage","WV","Northbend",0,"4",617,"BMW","X6",2007,0
"451",33,32,263159,2008-03-07,469383,"FEMALE","PhD","other-service","husband",2015-02-02,"Single Vehicle Collision","Rear Collision","Minor Damage","NY","Northbrook",2,"1",347,"Toyota","Camry",2012,0
"452",88,30,372912,1992-08-05,614383,"FEMALE","College","transport-moving","husband",2015-02-25,"Single Vehicle Collision","Side Collision","Total Loss","SC","Northbrook",3,"1",346,"Chevrolet","Malibu",2003,0
"453",101,33,552788,1991-09-03,438617,"FEMALE","College","priv-house-serv","unmarried",2015-02-10,"Parked Car","No collision","Trivial Damage","NY","Hillsdale",3,"1",29,"Audi","A3",1997,0
"454",20,37,722747,2011-09-02,613936,"FEMALE","Associate","transport-moving","husband",2015-02-22,"Multi-vehicle Collision","Rear Collision","Total Loss","NY","Arlington",15,"3",414,"Suburu","Forrestor",2003,0
"455",126,30,248467,2012-10-06,472163,"FEMALE","Associate","machine-op-inspct","not-in-family",2015-01-31,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Northbend",23,"1",244,"Chevrolet","Malibu",2011,0
"456",264,43,955953,2014-01-18,447458,"MALE","Associate","adm-clerical","not-in-family",2015-02-12,"Multi-vehicle Collision","Front Collision","Minor Damage","WV","Springfield",9,"3",741,"Ford","Escape",2007,0
"457",78,24,910622,1992-03-22,474792,"MALE","Masters","craft-repair","husband",2015-01-06,"Vehicle Theft","No collision","Minor Damage","NY","Columbus",20,"1",99,"Dodge","Neon",2003,0
"458",123,28,137675,2012-12-03,470559,"MALE","Masters","transport-moving","own-child",2015-01-01,"Single Vehicle Collision","Side Collision","Major Damage","NC","Riverwood",5,"1",657,"Volkswagen","Passat",2011,1
"459",347,51,343421,1996-10-18,432399,"FEMALE","MD","priv-house-serv","unmarried",2015-01-07,"Single Vehicle Collision","Side Collision","Total Loss","NC","Hillsdale",15,"1",755,"Jeep","Wrangler",1997,0
"460",163,38,413192,1997-10-02,607605,"FEMALE","PhD","other-service","other-relative",2015-02-21,"Single Vehicle Collision","Side Collision","Minor Damage","NY","Hillsdale",13,"1",651,"Accura","MDX",1995,0
"461",271,44,247801,2008-03-18,600153,"FEMALE","High School","tech-support","other-relative",2015-02-14,"Single Vehicle Collision","Rear Collision","Minor Damage","SC","Riverwood",16,"1",611,"Volkswagen","Passat",1997,1
"462",410,54,171147,2010-08-29,465979,"MALE","MD","protective-serv","own-child",2015-02-16,"Single Vehicle Collision","Side Collision","Minor Damage","WV","Northbend",0,"1",394,"Honda","Accord",2001,0
"463",448,57,431283,2005-03-31,466555,"FEMALE","PhD","tech-support","own-child",2015-02-04,"Multi-vehicle Collision","Front Collision","Major Damage","SC","Arlington",10,"3",234,"Suburu","Impreza",2013,1
"464",218,41,461962,2013-12-25,444155,"MALE","JD","prof-specialty","wife",2015-01-22,"Multi-vehicle Collision","Side Collision","Total Loss","NY","Springfield",14,"3",689,"Saab","93",2013,0
"465",43,38,149467,2014-03-11,465764,"MALE","PhD","handlers-cleaners","other-relative",2015-02-15,"Multi-vehicle Collision","Front Collision","Total Loss","SC","Columbus",1,"3",429,"Nissan","Ultima",2006,0
"466",33,33,758740,1997-08-04,446898,"FEMALE","Associate","handlers-cleaners","unmarried",2015-01-07,"Single Vehicle Collision","Rear Collision","Major Damage","VA","Springfield",16,"1",671,"BMW","M5",1998,0
"467",126,34,628337,2007-11-14,453274,"FEMALE","Masters","transport-moving","wife",2015-02-23,"Multi-vehicle Collision","Side Collision","Major Damage","SC","Northbend",2,"3",378,"Chevrolet","Tahoe",2007,0
"468",411,56,574637,1992-07-30,479320,"FEMALE","College","protective-serv","other-relative",2015-01-06,"Multi-vehicle Collision","Side Collision","Major Damage","VA","Springfield",23,"3",162,"Volkswagen","Passat",2007,0
"469",225,37,373600,2000-12-01,443462,"FEMALE","High School","farming-fishing","not-in-family",2015-02-07,"Multi-vehicle Collision","Front Collision","Minor Damage","WV","Northbrook",19,"3",366,"Volkswagen","Passat",2015,0
"470",35,35,930032,2002-09-10,446158,"FEMALE","PhD","protective-serv","not-in-family",2015-02-14,"Multi-vehicle Collision","Side Collision","Minor Damage","NC","Hillsdale",23,"3",302,"Volkswagen","Jetta",1996,0
"471",460,57,396590,1997-11-07,602514,"FEMALE","JD","craft-repair","husband",2015-02-15,"Single Vehicle Collision","Front Collision","Major Damage","NY","Riverwood",10,"1",377,"Nissan","Maxima",2014,1
"472",195,38,238412,1993-05-18,477356,"MALE","MD","tech-support","unmarried",2015-02-14,"Multi-vehicle Collision","Front Collision","Minor Damage","WV","Springfield",12,"3",473,"Dodge","Neon",2003,0
"473",360,51,484321,1996-07-11,434669,"MALE","PhD","armed-forces","not-in-family",2015-02-05,"Multi-vehicle Collision","Side Collision","Total Loss","WV","Riverwood",15,"3",724,"BMW","X6",2000,0
